WorldRank,Company,Country,Industry
670,CREE,US,Technology Hardware & Equipment
671,NCSOFT,South Korea,Software & Computer Services
672,NEWMARKET,US,Chemicals
673,ASTON MARTIN UK,UK,Automobiles & Parts
674,SHISEIDO,Japan,Personal Goods
675,SHANGHAI TUNNEL ENGINEERING,China,Construction & Materials
676,FIT HON TENG,China,Electronic & Electrical Equipment
677,DEXCOM,US,Health Care Equipment & Services
678,VISMA,Norway,Software & Computer Services
679,EBERSPAECHER,Germany,Automobiles & Parts
680,KION,Germany,Industrial Engineering
681,YASKAWA ELECTRIC,Japan,Electronic & Electrical Equipment
682,DNB,Norway,Banks
683,EAST JAPAN RAILWAY,Japan,Travel & Leisure
684,YELP,US,Media
685,SCREEN HOLDINGS,Japan,Technology Hardware & Equipment
686,BANDAI NAMCO,Japan,Leisure Goods
687,HUNTSMAN,US,Chemicals
688,PROXIMUS,Belgium,Mobile Telecommunications
689,ELECTRONICS FOR IMAGING,US,Technology Hardware & Equipment
690,ZIOPHARM ONCOLOGY,US,Pharmaceuticals & Biotechnology
691,ECLIPSE,US,Oil & Gas Producers
692,AGIOS PHARMACEUTICALS,US,Pharmaceuticals & Biotechnology
693,NGK INSULATORS,Japan,General Industrials
694,NICE,Israel,Software & Computer Services
695,CDK,US,Software & Computer Services
696,GANSU JIU STEEL GROUP HONG XING IRON & STEEL,China,Industrial Metals & Mining
697,CHENG SHIN RUBBER INDUSTRY,Taiwan,Automobiles & Parts
698,CARL BENNET,Sweden,Support Services
699,FURUKAWA ELECTRIC,Japan,General Industrials
700,SWISSCOM,Switzerland,Fixed Line Telecommunications
701,EYGS,UK,Support Services
702,BRUKER,US,Health Care Equipment & Services
703,AGFA-GEVAERT,Belgium,Electronic & Electrical Equipment
704,SHOWA DENKO,Japan,Chemicals
705,KONE,Finland,Industrial Engineering
706,GRUNDFOS,Denmark,Industrial Engineering
707,FORMFACTOR,US,Technology Hardware & Equipment
708,TOKYO ELECTRIC POWER,Japan,Electricity
709,UNITED THERAPEUTICS,US,Pharmaceuticals & Biotechnology
710,SICK,Germany,Electronic & Electrical Equipment
711,FLIR SYSTEMS,US,Electronic & Electrical Equipment
712,MOOG,US,Aerospace & Defence
713,INTERCEPT PHARMACEUTICALS,US,Pharmaceuticals & Biotechnology
714,HANWHA TECHWIN,South Korea,Leisure Goods
715,AMS,Austria,Technology Hardware & Equipment
716,PEGASYSTEMS,US,Software & Computer Services
717,OPHTHOTECH,US,Pharmaceuticals & Biotechnology
718,FIBROGEN,US,Pharmaceuticals & Biotechnology
719,KUKA,Germany,Industrial Engineering
720,RESMED,US,Health Care Equipment & Services
721,WARTSILA,Finland,Industrial Engineering
722,DAICEL,Japan,Chemicals
723,LEAR,US,Automobiles & Parts
724,VOITH,Germany,General Industrials
725,FISERV,US,Support Services
726,HUSQVARNA,Sweden,Industrial Engineering
727,THERAVANCE BIOPHARMA,US,Pharmaceuticals & Biotechnology
728,FMC,US,Chemicals
729,LUMENTUM,US,Technology Hardware & Equipment
730,FINCANTIERI,Italy,Industrial Engineering
731,BELDEN,US,Electronic & Electrical Equipment
732,QIAGEN,Netherlands,Pharmaceuticals & Biotechnology
733,SCA,Sweden,Forestry & Paper
734,AMERICAN AXLE & MANUFACTURING,US,Automobiles & Parts
735,LEONI,Germany,Electronic & Electrical Equipment
736,IRONWOOD PHARMACEUTICALS,US,Pharmaceuticals & Biotechnology
737,VALSPAR,US,Construction & Materials
738,MEDICINES,US,Pharmaceuticals & Biotechnology
739,COTY,US,Personal Goods
740,BRUNSWICK,US,Leisure Goods
741,STORA ENSO,Finland,Forestry & Paper
742,BAT,UK,Tobacco
743,PERKINELMER,US,Electronic & Electrical Equipment
744,LONDON STOCK EXCHANGE,UK,Financial Services
745,LAFARGEHOLCIM,Switzerland,Construction & Materials
746,SCHINDLER,Switzerland,Industrial Engineering
747,LIFAN INDUSTRY,China,Automobiles & Parts
748,NHK SPRING,Japan,Automobiles & Parts
749,LANXESS,Germany,Chemicals
750,KORBER,Germany,General Industrials
751,SMITHS,UK,Electronic & Electrical Equipment
752,NISSAN CHEMICAL INDUSTRIES,Japan,Chemicals
753,SANKEN ELECTRIC,Japan,Technology Hardware & Equipment
754,TAKE-TWO INTERACTIVE SOFTWARE,US,Software & Computer Services
755,BIOVERATIV,US,Pharmaceuticals & Biotechnology
756,SMC,Japan,Industrial Engineering
757,ALTANA,Germany,Chemicals
758,VIAVI SOLUTIONS,US,Technology Hardware & Equipment
759,GETINGE,Sweden,Health Care Equipment & Services
760,WABCO,US,Automobiles & Parts
761,LENDINGCLUB,US,Financial Services
762,HILL-ROM,US,Health Care Equipment & Services
763,CHINA RAILWAY SIGNAL & COMMUNICATION,China,Travel & Leisure
764,CLOROX,US,Household Goods & Home Construction
765,BANCO POPULAR ESPANOL,Spain,Banks
766,AXOVANT SCIENCES,US,Pharmaceuticals & Biotechnology
767,ARRAY BIOPHARMA,US,Pharmaceuticals & Biotechnology
768,LIVANOVA,UK,Health Care Equipment & Services
769,FUJIKURA,Japan,Electronic & Electrical Equipment
770,LUXSHARE PRECISION INDUSTRY,China,Electronic & Electrical Equipment
771,ALDER BIOPHARMACEUTICALS,US,Pharmaceuticals & Biotechnology
772,PENTAIR,Ireland,Industrial Engineering
773,ALPINE,Japan,Leisure Goods
774,PRADA,Italy,Personal Goods
775,ISRAEL,Israel,General Industrials
776,AIR PRODUCTS AND CHEMICALS,US,Chemicals
777,ELEKTA,Sweden,Health Care Equipment & Services
778,SYSMEX,Japan,Health Care Equipment & Services
779,KDDI,Japan,Technology Hardware & Equipment
780,KEMBLE WATER HOLDINGS,UK,"Gas, Water & Multiutilities"
781,INTERSIL,US,Technology Hardware & Equipment
782,SEALED AIR,US,General Industrials
783,LOGITECH INTERNATIONAL,Switzerland,Technology Hardware & Equipment
784,PLAYTECH,UK,Software & Computer Services
785,MOCHIDA PHARMACEUTICAL,Japan,Pharmaceuticals & Biotechnology
786,CHEETAH MOBILE,China,Software & Computer Services
787,RAMBUS,US,Technology Hardware & Equipment
788,CHINA CSSC,China,Industrial Engineering
789,SINGAPORE TECHNOLOGIES ENGINEERING,Singapore,Construction & Materials
790,DENTSPLY SIRONA,US,Health Care Equipment & Services
791,HANON SYSTEMS,South Korea,Automobiles & Parts
792,DAILY MAIL AND GENERAL TRUST,UK,Media
793,MANN + HUMMEL HOLDING,Germany,Automobiles & Parts
794,HERAEUS,Germany,Industrial Metals & Mining
795,NIPPON SHINYAKU,Japan,Pharmaceuticals & Biotechnology
796,LINDE,Germany,Chemicals
797,UNIVERSAL SCIENTIFIC INDUSTRIAL,China,Leisure Goods
798,GIESECKE & DEVRIENT,Germany,Support Services
799,FORD OTOMOTIV,Turkey,Automobiles & Parts
800,HANKOOK TIRE,South Korea,Automobiles & Parts
801,BARCO,Belgium,Electronic & Electrical Equipment
802,SENSATA TECHNOLOGIES HOLDING,Netherlands,Electronic & Electrical Equipment
803,CIPLA,India,Pharmaceuticals & Biotechnology
804,VIFOR PHARMA,Switzerland,Pharmaceuticals & Biotechnology
805,ZUIVELCOOPERATIE FRIESLANDCAMPINA,Netherlands,Food Producers
806,WATERS,US,Health Care Equipment & Services
807,WOODWARD GOVERNOR,US,Industrial Engineering
808,HIKMA PHARMACEUTICALS,UK,Pharmaceuticals & Biotechnology
809,DISCO,Japan,Technology Hardware & Equipment
810,SILICONWARE PRECISION INDUSTRIES,Taiwan,Technology Hardware & Equipment
811,TIVO,US,Software & Computer Services
812,HEIDELBERGER DRUCKMASCHINEN,Germany,Industrial Engineering
813,ADTRAN,US,Technology Hardware & Equipment
814,FIRST SOLAR,US,Alternative Energy
815,KRKA,Slovenia,Pharmaceuticals & Biotechnology
816,HEIDELBERGCEMENT,Germany,Construction & Materials
817,MARKS & SPENCER,UK,General Retailers
818,CAMPBELL SOUP,US,Food Producers
819,YOKOHAMA RUBBER,Japan,Automobiles & Parts
820,SUPER MICRO COMPUTER,US,Technology Hardware & Equipment
821,BRP,Canada,Automobiles & Parts
822,DATANG TELECOM TECHNOLOGY,China,Technology Hardware & Equipment
823,HISAMITSU PHARMACEUTICAL,Japan,Pharmaceuticals & Biotechnology
824,TOSOH,Japan,Chemicals
825,CHINA NATIONAL SOFTWARE & SERVICE,China,Software & Computer Services
826,INSMED,US,Pharmaceuticals & Biotechnology
827,KONGSBERG GRUPPEN,Norway,Aerospace & Defence
828,TOYO SEIKAN KAISHA,Japan,General Industrials
829,PITNEY BOWES,US,Technology Hardware & Equipment
830,SPECTRIS,UK,Electronic & Electrical Equipment
831,WEBASTO,Germany,Automobiles & Parts
832,TAIWAN POWER,Taiwan,Electricity
833,DURR,Germany,Industrial Engineering
834,RED BULL TECHNOLOGY,UK,Automobiles & Parts
835,AMER SPORTS,Finland,Leisure Goods
836,IBIDEN,Japan,Electronic & Electrical Equipment
837,SAGE THERAPEUTICS,US,Pharmaceuticals & Biotechnology
838,PHOENIX CONTACT,Germany,Electronic & Electrical Equipment
839,GN STORE NORD,Denmark,Technology Hardware & Equipment
840,SK INNOVATION,South Korea,Oil & Gas Producers
841,RICHEMONT,Switzerland,General Retailers
842,MACRONIX INTERNATIONAL,Taiwan,Technology Hardware & Equipment
843,KRAFT HEINZ COMPANY,US,Food Producers
844,METTLER-TOLEDO INTERNATIONAL,US,Electronic & Electrical Equipment
845,TATUNG,Taiwan,Electronic & Electrical Equipment
846,RICHTER GEDEON,Hungary,Pharmaceuticals & Biotechnology
847,NIPPON KAYAKU,Japan,Chemicals
848,GLORY,Japan,Industrial Engineering
849,ORION OYJ,Finland,Pharmaceuticals & Biotechnology
850,JAPAN DISPLAY,Japan,Electronic & Electrical Equipment
851,INDIVIOR,UK,Pharmaceuticals & Biotechnology
852,KISSEI PHARMACEUTICAL,Japan,Pharmaceuticals & Biotechnology
853,CHINA TELECOM,China,Technology Hardware & Equipment
854,SOFTWARE,Germany,Software & Computer Services
855,MITSUBA,Japan,Automobiles & Parts
856,STANLEY ELECTRIC,Japan,Automobiles & Parts
857,GW PHARMACEUTICALS,UK,Pharmaceuticals & Biotechnology
858,SOPHOS,UK,Software & Computer Services
859,COOPER-STANDARD HOLDINGS,US,Automobiles & Parts
860,SOPRA STERIA,France,Software & Computer Services
861,AMKOR TECHNOLOGY,US,Technology Hardware & Equipment
862,CHUNGHWA TELECOM,Taiwan,Fixed Line Telecommunications
863,VAILLANT,Germany,Industrial Engineering
864,LATTICE SEMICONDUCTOR,US,Technology Hardware & Equipment
865,IDEXX LABORATORIES,US,Health Care Equipment & Services
866,UBE INDUSTRIES,Japan,General Industrials
867,ZHEN DING TECHNOLOGY HOLDING,Taiwan,Electronic & Electrical Equipment
868,CRITEO,France,Media
869,NUTANIX,US,Software & Computer Services
870,FONTERRA CO-OPERATIVE,New Zealand,Food Producers
871,BLACKBAUD,US,Software & Computer Services
872,KYORIN,Japan,Pharmaceuticals & Biotechnology
873,INFOSYS,India,Software & Computer Services
874,SHANGHAI ZHENHUA,China,General Industrials
875,ORBITAL ATK,US,Aerospace & Defence
876,CONOCOPHILLIPS,US,Oil & Gas Producers
877,BOX,US,Software & Computer Services
878,MUNDIPHARMA RESEARCH,UK,Pharmaceuticals & Biotechnology
879,INTERCONTINENTALEXCHANGE GROUP,US,Financial Services
880,BOREALIS,Austria,Chemicals
881,XINJIANG GOLDWIND SCIENCE & TECHNOLOGY,China,Industrial Engineering
882,AKEBIA THERAPEUTICS,US,Pharmaceuticals & Biotechnology
883,TOPPAN PRINTING,Japan,Support Services
884,NIPPON SHOKUBAI,Japan,Chemicals
885,ASM INTERNATIONAL,Netherlands,Technology Hardware & Equipment
886,FUJIAN STAR NET COMMUNICATION,China,Technology Hardware & Equipment
887,ZEON,Japan,Chemicals
888,ADVANTECH,Taiwan,Technology Hardware & Equipment
889,SHIMANO,Japan,Leisure Goods
890,GUIDEWIRE SOFTWARE,US,Software & Computer Services
891,TRIUMPH,US,Aerospace & Defence
892,IDEMITSU KOSAN,Japan,Oil & Gas Producers
893,MEDIDATA SOLUTIONS,US,Software & Computer Services
894,CRAY,US,Technology Hardware & Equipment
895,AMETEK,US,Electronic & Electrical Equipment
896,SPIRENT COMMUNICATIONS,UK,Technology Hardware & Equipment
897,ZHEJIANG HISUN PHARMACEUTICAL,China,Pharmaceuticals & Biotechnology
898,DENKA,Japan,Chemicals
899,HANMI PHARM,South Korea,Pharmaceuticals & Biotechnology
900,OPKO HEALTH,US,Pharmaceuticals & Biotechnology
901,HORIBA,Japan,Electronic & Electrical Equipment
902,RABOBANK,Netherlands,Banks
903,MKS INSTRUMENTS,US,Technology Hardware & Equipment
904,CHINA NATIONAL MATERIALS,China,Construction & Materials
905,XYLEM,US,"Gas, Water & Multiutilities"
906,HEIWA,Japan,Industrial Engineering
907,COCHLEAR,Australia,Health Care Equipment & Services
908,HENGTONG OPTIC ELECTRIC,China,Technology Hardware & Equipment
909,NAURA TECHNOLOGY,China,Electronic & Electrical Equipment
910,HALOZYME THERAPEUTICS,US,Pharmaceuticals & Biotechnology
911,INPHI,US,Technology Hardware & Equipment
912,BTG,UK,Pharmaceuticals & Biotechnology
913,EXPERIAN,UK,Support Services
914,MA COM TECHNOLOGY SOLUTIONS,US,Technology Hardware & Equipment
915,ZHEJIANG CHINT ELECTRICS,China,Electronic & Electrical Equipment
916,RADIUS HEALTH,US,Pharmaceuticals & Biotechnology
917,MEGGITT,UK,Aerospace & Defence
918,ORBOTECH,Israel,Electronic & Electrical Equipment
919,HYSTER-YALE MATERIALS HANDLING,US,Automobiles & Parts
920,ENTEGRIS,US,Technology Hardware & Equipment
921,CALIX,US,Technology Hardware & Equipment
922,SYNCHRONOSS TECHNOLOGIES,US,Software & Computer Services
923,BUHLER,Switzerland,Industrial Engineering
924,ARLA FOODS,Denmark,Food Producers
925,KINGFA SCIENCE & TECHNOLOGY,China,General Industrials
926,WEICHAI POWER,China,Automobiles & Parts
927,SHANDONG CHENMING PAPER,China,Forestry & Paper
928,MINEBEA,Japan,Industrial Engineering
929,BOUYGUES,France,Construction & Materials
930,WIX.COM,Israel,Software & Computer Services
931,WILLIAM DEMANT,Denmark,Health Care Equipment & Services
932,ADVA,Germany,Technology Hardware & Equipment
933,ALERE,US,Health Care Equipment & Services
934,MICRO-STAR INTERNATIONAL,Taiwan,Technology Hardware & Equipment
935,DIEBOLD,US,Technology Hardware & Equipment
936,FUYAO GLASS GROUP INDUSTRIES,China,General Industrials
937,DOVER,US,Industrial Engineering
938,FAIR ISAAC,US,Software & Computer Services
939,HAIMA AUTOMOBILE GROUP,China,Automobiles & Parts
940,FUJITSU GENERAL,Japan,Construction & Materials
941,HERON THERAPEUTICS,US,Pharmaceuticals & Biotechnology
942,OSHKOSH,US,Industrial Engineering
943,GREEN CROSS HOLDINGS,South Korea,Pharmaceuticals & Biotechnology
944,NIPPON PAINT,Japan,Industrial Engineering
945,SHANGHAI FOSUN PHARMACEUTICAL,China,Pharmaceuticals & Biotechnology
946,IXIA,US,Software & Computer Services
947,SEMTECH,US,Technology Hardware & Equipment
948,QISDA,Taiwan,Technology Hardware & Equipment
949,CLOUDERA,US,Software & Computer Services
950,GEORG FISCHER,Switzerland,Industrial Engineering
951,GROUPE SEB,France,Household Goods & Home Construction
952,HAMAMATSU PHOTONICS,Japan,Electronic & Electrical Equipment
953,AMBARELLA,US,Technology Hardware & Equipment
954,AHOLD,Netherlands,Food & Drug Retailers
955,SUMITOMO RIKO,Japan,Automobiles & Parts
956,INFINITY PHARMACEUTICALS,US,Pharmaceuticals & Biotechnology
957,KNOWLES,US,Leisure Goods
958,TATA STEEL,India,Industrial Metals & Mining
959,TIANNENG POWER,China,Electronic & Electrical Equipment
960,TOTVS,Brazil,Software & Computer Services
961,NOVOMATIC,Austria,Travel & Leisure
962,ASHLAND,US,Chemicals
963,TAKASAGO INTERNATIONAL,Japan,Chemicals
964,ENDURANCE INTERNATIONAL GROUP HOLDINGS,US,Software & Computer Services
965,PILATUS AIRCRAFT,Switzerland,Aerospace & Defence
966,KBC,Belgium,Banks
967,ZENDESK,US,Software & Computer Services
968,LYONDELLBASELL INDUSTRIES,Netherlands,Chemicals
969,CSG SYSTEMS INTERNATIONAL,US,Software & Computer Services
970,NIPRO,Japan,Health Care Equipment & Services
971,PROOFPOINT,US,Software & Computer Services
972,HORTONWORKS,US,Software & Computer Services
973,AMICUS THERAPEUTICS,US,Pharmaceuticals & Biotechnology
974,TRULY INTERNATIONAL,China,Leisure Goods
975,STRATASYS,Israel,Technology Hardware & Equipment
976,MAXLINEAR,US,Technology Hardware & Equipment
977,BUCHER INDUSTRIES,Switzerland,Industrial Engineering
978,CARGOTEC,Finland,Industrial Engineering
979,KANSAI ELECTRIC POWER,Japan,Electricity
980,DORMAKABA,Switzerland,Support Services
981,VEEVA SYSTEMS,US,Software & Computer Services
982,SUMITOMO HEAVY INDUSTRIES,Japan,Industrial Engineering
983,YY,China,Software & Computer Services
984,SAMSUNG C&T,South Korea,Personal Goods
985,MITSUBISHI MATERIALS,Japan,Industrial Metals & Mining
986,ELLIE MAE,US,Software & Computer Services
987,BEIGENE,China,Pharmaceuticals & Biotechnology
988,II VI,US,General Industrials
989,NETDRAGON WEBSOFT,China,Software & Computer Services
990,HARMONIC,US,Technology Hardware & Equipment
991,HYOSUNG,South Korea,General Industrials
992,MITEL NETWORKS,Canada,Technology Hardware & Equipment
993,AMP,Australia,Life Insurance
994,STADA ARZNEIMITTEL,Germany,Pharmaceuticals & Biotechnology
995,PHISON ELECTRONICS,Taiwan,Electronic & Electrical Equipment
996,TYSON FOODS,US,Food Producers
997,EXELIXIS,US,Pharmaceuticals & Biotechnology
998,DIC,Japan,Chemicals
999,CELLDEX THERAPEUTICS,US,Pharmaceuticals & Biotechnology
1000,ESTERLINE TECHNOLOGIES,US,Aerospace & Defence
